short_now_hold,short_now_pred,short_now_react,short_future_hold,short_future_pred,short_future_react,short_tot_hold,short_tot_pred,short_tot_react,long_now_hold,long_now_pred,long_now_react,long_future_hold,long_future_pred,long_future_react,long_tot_hold,long_tot_pred,long_tot_react,long_scp_now_hold,long_scp_now_pred,long_scp_now_react,long_scp_future_hold,long_scp_future_pred,long_scp_future_react,long_scp_tot_hold,long_scp_tot_pred,long_scp_tot_react,loss,loss_va,hs_shift_acc,hs_f1w,pred_sh_shift,ls_short,pred_bc_bc_pred
0.18524618446826935,0.27399781346321106,0.4646017253398895,0.40536168217658997,0.42394816875457764,0.4559269845485687,0.2995464503765106,0.3520025610923767,0.458974689245224,0.19444061815738678,0.25913044810295105,0.4480973780155182,0.4094850718975067,0.4081295430660248,0.44337698817253113,0.30630359053611755,0.3371826112270355,0.4446078836917877,0.18223130702972412,0.2129066288471222,0.1938251107931137,0.40036994218826294,0.4185618758201599,0.4189300537109375,0.295534610748291,0.3200090229511261,0.3110473155975342,2.71386981010437,0.2986723780632019,0.6070935130119324,0.6736370921134949,0.28487804532051086,0.6690763235092163,0.0
