short_now_hold,short_now_pred,short_now_react,short_future_hold,short_future_pred,short_future_react,short_tot_hold,short_tot_pred,short_tot_react,long_now_hold,long_now_pred,long_now_react,long_future_hold,long_future_pred,long_future_react,long_tot_hold,long_tot_pred,long_tot_react,long_scp_now_hold,long_scp_now_pred,long_scp_now_react,long_scp_future_hold,long_scp_future_pred,long_scp_future_react,long_scp_tot_hold,long_scp_tot_pred,long_scp_tot_react,loss,loss_va,hs_shift_acc,hs_f1w,pred_sh_shift,ls_short,pred_bc_bc_pred
0.03100641630589962,0.23750422894954681,0.7403740286827087,0.22179976105690002,0.5348964333534241,0.7053532004356384,0.12223075330257416,0.39738011360168457,0.7151762843132019,0.04613877832889557,0.3158056139945984,0.8015182614326477,0.2603176534175873,0.5661183595657349,0.7178260087966919,0.14978750050067902,0.4479098320007324,0.7465134263038635,0.030146243050694466,0.04863617196679115,0.05923326686024666,0.21352547407150269,0.2974533438682556,0.3002171516418457,0.11771738529205322,0.1709885597229004,0.17666035890579224,5.020748138427734,0.6770151853561401,0.5989943146705627,0.7036266326904297,0.4511111080646515,0.7490565776824951,0.0
