short_now_hold,short_now_pred,short_now_react,short_future_hold,short_future_pred,short_future_react,short_tot_hold,short_tot_pred,short_tot_react,long_now_hold,long_now_pred,long_now_react,long_future_hold,long_future_pred,long_future_react,long_tot_hold,long_tot_pred,long_tot_react,long_scp_now_hold,long_scp_now_pred,long_scp_now_react,long_scp_future_hold,long_scp_future_pred,long_scp_future_react,long_scp_tot_hold,long_scp_tot_pred,long_scp_tot_react,loss,loss_va,hs_shift_acc,hs_f1w,pred_sh_shift,ls_short,pred_bc_bc_pred
0.07177294790744781,0.1536758989095688,0.5444607734680176,0.26224038004875183,0.36408039927482605,0.5581247806549072,0.16773700714111328,0.2628409266471863,0.5511232018470764,0.06881174445152283,0.16956645250320435,0.5913464426994324,0.2660231292247772,0.36108365654945374,0.5688871145248413,0.16857144236564636,0.268507719039917,0.5771455764770508,0.07200853526592255,0.06991147994995117,0.06592024862766266,0.26119300723075867,0.27807140350341797,0.2685811221599579,0.16729183495044708,0.17565704882144928,0.16876693069934845,3.3922929763793945,0.3226507008075714,0.3808925151824951,0.5244439840316772,0.2199999988079071,0.46415093541145325,0.0
